strategy,strategy_label,ticker,yfinance_ticker,security_id,company_name,region,country,currency,sector,target_weight,cash_weight,initial_capital_usd,capital_source,evidence_type,source_files
portfolio_aware_overlay,Portfolio-Aware Overlay,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.11227806496583327,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,ULVR.L,ULVR.L,ULVR.L,Unilever PLC,UK,United Kingdom,GBP,Consumer Staples,0.09232679413955806,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,SIE.DE,SIE.DE,SIE.DE,Siemens AG,DACH,Germany,EUR,Industrials,0.0895828159920537,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,NESN.SW,NESN.SW,NESN.SW,Nestle SA,DACH,Switzerland,CHF,Consumer Staples,0.08474050161410486,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.0442877308245918,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,0939.HK,0939.HK,0939.HK,China Construction Bank Corp,Hong Kong,Hong Kong,HKD,Financials,0.0442877308245918,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.0442877308245918,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,601398.SHG,601398.SS,601398.SHG,Industrial and Commercial Bank of China Ltd,Mainland China,China,CNY,Financials,0.0442877308245918,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.0442877308245918,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.0442877308245918,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.0431775714424633,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,000651.SZ,000651.SZ,000651.SZ,Gree Electric Appliances,Mainland China,China,CNY,Consumer Discretionary,0.03744723118947107,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
portfolio_aware_overlay,Portfolio-Aware Overlay,0002.HK,0002.HK,0002.HK,CLP Holdings,Hong Kong,Hong Kong,HKD,Utilities,0.025825676682393862,2.220446049250313e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/current_portfolio_enriched.csv;reports/outputs/proposed_portfolio.csv
clean_sheet,Clean-Sheet Quant,000651.SHE,000651.SZ,000651.SHE,Gree Electric Appliances Inc of Zhuhai,Mainland China,China,CNY,Consumer Discretionary,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,SHEL.US,SHEL,SHEL.US,Shell PLC ADR,US,United States,USD,Energy,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,600050.SHG,600050.SS,600050.SHG,China United Network Communications Ltd,Mainland China,China,CNY,Communication Services,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,0941.HK,0941.HK,0941.HK,China Mobile Ltd,Hong Kong,Hong Kong,HKD,Communication Services,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,SHEL.LSE,SHEL.L,SHEL.LSE,Shell plc,UK,United Kingdom,GBX,Energy,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,HNR1.XETRA,HNR1.DE,HNR1.XETRA,Hannover Rück SE,DACH,Germany,EUR,Financials,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,600690.SHG,600690.SS,600690.SHG,Qingdao Haier Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,601766.SHG,601766.SS,601766.SHG,CRRC Corp Ltd Class A,Mainland China,China,CNY,Industrials,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,601398.SHG,601398.SS,601398.SHG,Industrial and Commercial Bank of China Ltd,Mainland China,China,CNY,Financials,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
clean_sheet,Clean-Sheet Quant,000538.SHE,000538.SZ,000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.05,0.2999999999999998,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_clean_sheet.csv
llm_benchmark,LLM Analyst Benchmark,EVO.ST,EVO.ST,EVO.ST,Evolution AB (publ),EU ex-DACH,Sweden,SEK,Consumer Discretionary,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,RMV.LSE,RMV.L,RMV.LSE,Rightmove PLC,UK,United Kingdom,GBX,Communication Services,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,002001.SHE,002001.SZ,002001.SHE,Zhejiang Nhu Co Ltd,Mainland China,China,CNY,Healthcare,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,600415.SHG,600415.SS,600415.SHG,Zhejiang China Commodities City Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,0293.HK,0293.HK,0293.HK,Cathay Pacific Airways Limited,Hong Kong,Hong Kong,HKD,Industrials,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,CTSH.US,CTSH,CTSH.US,Cognizant Technology Solutions Corp Class A,US,United States,USD,Technology,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,PUB.PA,PUB.PA,PUB.PA,Publicis Groupe SA,EU ex-DACH,France,EUR,Communication Services,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,AUTO.LSE,AUTO.L,AUTO.LSE,Auto Trader Group plc,UK,United Kingdom,GBX,Communication Services,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,601169.SHG,601169.SS,601169.SHG,Bank of Beijing Co Ltd,Mainland China,China,CNY,Financials,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,1288.HK,1288.HK,1288.HK,Agricultural Bank Of China,Hong Kong,Hong Kong,HKD,Financials,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,600406.SHG,600406.SS,600406.SHG,NARI Technology Co Ltd,Mainland China,China,CNY,Industrials,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,AMS.MC,AMS.MC,AMS.MC,Amadeus IT Group S.A.,EU ex-DACH,Spain,EUR,Technology,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
llm_benchmark,LLM Analyst Benchmark,601398.SHG,601398.SS,601398.SHG,Industrial and Commercial Bank of China Ltd,Mainland China,China,CNY,Financials,0.05,0.34999999999999987,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/recommendations_llm_benchmark.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,PG.US,PG,PG.US,Procter & Gamble Company,US,United States,USD,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,SHEL.US,SHEL,SHEL.US,Shell PLC ADR,US,United States,USD,Energy,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,3988.HK,3988.HK,3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,MCD.US,MCD,MCD.US,McDonald’s Corporation,US,United States,USD,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,000538.SHE,000538.SZ,000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,SBRY.LSE,SBRY.L,SBRY.LSE,J Sainsbury PLC,UK,United Kingdom,GBX,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,CS.PA,CS.PA,CS.PA,AXA SA,EU ex-DACH,France,EUR,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,0823.HK,0823.HK,0823.HK,Link Real Estate Investment Trust,Hong Kong,Hong Kong,HKD,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,HEN3.XETRA,HEN3.DE,HEN3.XETRA,Henkel AG & Co. KGaA vz. (Pref Shares),DACH,Germany,EUR,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,601818.SHG,601818.SS,601818.SHG,China Everbright Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,ESSITY-B.ST,ESSITY-B.ST,ESSITY-B.ST,Essity AB (publ),EU ex-DACH,Sweden,SEK,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,LI.PA,LI.PA,LI.PA,Klepierre SA,EU ex-DACH,France,EUR,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,600018.SHG,600018.SS,600018.SHG,Shanghai International Port Group Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_cvar_constrained,CVaR-Constrained Optimiser,ORA.PA,ORA.PA,ORA.PA,Orange S.A.,EU ex-DACH,France,EUR,Communication Services,0.0499999999999997,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_cvar_constrained.csv
optimised_dividend_income,Dividend-Income Optimiser,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,1288.HK,1288.HK,1288.HK,Agricultural Bank Of China,Hong Kong,Hong Kong,HKD,Financials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,ADP.US,ADP,ADP.US,Automatic Data Processing Inc,US,United States,USD,Technology,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,SHEL.LSE,SHEL.L,SHEL.LSE,Shell plc,UK,United Kingdom,GBX,Energy,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,SHEL.US,SHEL,SHEL.US,Shell PLC ADR,US,United States,USD,Energy,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,T.US,T,T.US,AT&T Inc.,US,United States,USD,Communication Services,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,3968.HK,3968.HK,3968.HK,China Merchants Bank Co Ltd Class H,Hong Kong,Hong Kong,HKD,Financials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,2020.HK,2020.HK,2020.HK,ANTA Sports Products Ltd,Hong Kong,Hong Kong,HKD,Consumer Discretionary,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,3988.HK,3988.HK,3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,600690.SHG,600690.SS,600690.SHG,Qingdao Haier Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,600050.SHG,600050.SS,600050.SHG,China United Network Communications Ltd,Mainland China,China,CNY,Communication Services,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,0293.HK,0293.HK,0293.HK,Cathay Pacific Airways Limited,Hong Kong,Hong Kong,HKD,Industrials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,600406.SHG,600406.SS,600406.SHG,NARI Technology Co Ltd,Mainland China,China,CNY,Industrials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,601766.SHG,601766.SS,601766.SHG,CRRC Corp Ltd Class A,Mainland China,China,CNY,Industrials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,ORA.PA,ORA.PA,ORA.PA,Orange S.A.,EU ex-DACH,France,EUR,Communication Services,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,0823.HK,0823.HK,0823.HK,Link Real Estate Investment Trust,Hong Kong,Hong Kong,HKD,Real Estate,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,FGR.PA,FGR.PA,FGR.PA,Eiffage SA,EU ex-DACH,France,EUR,Industrials,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,HEN3.XETRA,HEN3.DE,HEN3.XETRA,Henkel AG & Co. KGaA vz. (Pref Shares),DACH,Germany,EUR,Consumer Staples,0.05,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_dividend_income,Dividend-Income Optimiser,601169.SHG,601169.SS,601169.SHG,Bank of Beijing Co Ltd,Mainland China,China,CNY,Financials,0.0499999999999999,0.0,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_dividend_income.csv
optimised_mean_variance,Mean-Variance Optimiser,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,601398.SHG,601398.SS,601398.SHG,Industrial and Commercial Bank of China Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
