security_id,ticker,company_name,region,country,currency,sector,market_cap_usd,avg_daily_traded_value_usd,dividend_yield,dividend_growth_5y,payout_ratio,positive_fcf_years_5,free_cash_flow_yield,fcf_margin,fcf_stability,cfo_to_net_income,net_debt_to_ebitda,interest_coverage,roe,roic,pe_ratio,pb_ratio,ev_ebitda,dividend_cut_flag_3y,cash_flow_quality_score,balance_sheet_strength_score,dividend_safety_score,valuation_score,valuation_percentile,volatility_1y,beta_1y,max_drawdown_1y,momentum_6m,liquidity_score,days_to_liquidate,news_sentiment_30d,news_sentiment_90d,negative_news_intensity,controversy_score,dividend_risk_score,management_confidence_score,regulatory_risk_score,credit_stress_score,ownership_flow_momentum,liquidity_stress_score,sentiment_momentum,regime_label,regime_probability,regime_suitability_score,sentiment_alt_signal_score,ml_expected_risk_adjusted_return_score,correlation_with_current_portfolio,incremental_portfolio_volatility,incremental_portfolio_var,incremental_portfolio_cvar,incremental_dividend_income,marginal_risk_contribution,diversification_benefit_score,passes_hard_filters,final_recommendation_score,recommendation,target_weight,risk_management_flags,expected_total_return,expected_volatility,risk_adjusted_return,var_5,cvar_5,p5_return,p50_return,p95_return,horizon_months
WOLF023,WLF023,Wolf Switzerland Industrials 23,DACH,Switzerland,CHF,Industrials,75071122324.1729,96962194.18462262,0.01936205466572333,0.08624572622862295,0.3208956205949633,4,0.045959797030339394,0.08515813276252607,62.46851190582254,1.5170771937886043,0.768121960805924,6.970609436938187,0.12564346535774765,0.0946306295477629,8.581470568485123,1.7686336001577623,7.787101047436892,0,48.11870238116451,61.952135534055174,54.68594281845925,77.08333333333334,0.7708333333333334,0.26629967222665896,0.00012424124184750085,-0.3065136703066854,-0.19903637889642023,75.0,0.02062659593069711,0.08395659602068609,0.37542841433152285,3.157188332022611,40.47110538221061,22.971775765144884,41.51458635417003,66.99778666731865,75.2085172066437,0.45401550055936407,47.46919173512371,-0.2914718183108368,Risk-on recovery,0.68,58.0,44.81916903007648,28.72011674945678,0.45416666666666666,0.008954326478621408,0.018640977055866127,0.026629967222665897,580.8616399716999,58.333333333333336,82.13558480258256,True,57.01666873529097,Watchlist,0.0,,-0.030126248446422386,0.18830230405922546,-0.1599887404295753,-0.3408250501441444,-0.4161459717678345,-0.3408250501441444,-0.030126248446422386,0.28057255325129965,6
WOLF001,WLF001,Wolf Germany Healthcare 1,DACH,Germany,EUR,Healthcare,69882088321.48074,53787655.890742175,0.02112827548369358,-0.0035548951712308444,0.6845884991071052,3,0.10637031590330029,0.06365654959107983,57.592203939263996,1.4240273097383973,0.08687759632901537,17.642440325415784,0.11159197660735129,0.04627360975567049,14.73437927881185,2.0207334865876265,6.998978164946868,1,63.258713885236766,79.25903886918316,15.38528752232237,64.16666666666666,0.6416666666666666,0.14689183249168472,0.00021395076168707148,-0.17154960366685135,0.15498036010937422,41.66666666666667,0.037183252679063784,-0.09602056497760346,0.2595364601570043,0.3494323653052437,29.615356889395123,64.28601040404581,60.53182726650103,67.7416141365002,13.985460661265163,1.1782587145045633,76.7734377054053,-0.3555570251346078,Risk-on recovery,0.68,82.0,43.549927075712354,47.123162403399576,0.3229166666666667,0.00436085127709689,0.01028242827441793,0.014689183249168472,633.8482645108074,20.833333333333336,87.91656319841073,False,56.746321886558974,Exclude,0.0,,0.041560209763721635,0.1038682108557887,0.4001244405896632,-0.12982233814832972,-0.1713696224906452,-0.12982233814832972,0.041560209763721635,0.21294275767577298,6
WOLF007,WLF007,Wolf Hong Kong Healthcare 7,Hong Kong,Hong Kong,HKD,Healthcare,58303995687.179146,99085870.36595793,0.023152263553553272,0.007470194626427763,0.4798766985270282,2,0.08311095105723025,0.14140269888895965,88.46175779773449,0.7063666544832121,1.8050935088332878,2.804334538797561,0.08079780599386491,0.16300946120328927,25.48581838946628,1.0714448039669042,6.567505953194097,1,60.58935143771235,49.49507719672948,28.628082536824294,58.12500000000001,0.58125,0.136849548949116,-0.0001952304881935705,-0.1512110680091271,-0.002090212498964572,79.16666666666666,0.020184512611266546,0.07185452630137686,-0.22525588116727774,0.7049861804512132,31.729736402490964,74.3913412236689,77.72295976691062,69.59879917706445,50.181458114153834,-0.5372082917952549,54.84681476642436,0.2971104074686546,Risk-on recovery,0.68,82.0,46.50138352054109,43.999780771596605,0.2791666666666667,0.0038831059514311665,0.00957946842643812,0.0136849548949116,694.5679066065982,8.333333333333332,91.84007946362055,False,55.96156353697925,Exclude,0.0,,0.011158089276983722,0.0967672440642403,0.1153085363222318,-0.14850786342901276,-0.18721476105470886,-0.14850786342901276,0.011158089276983722,0.1708240419829802,6
WOLF003,WLF003,Wolf France Utilities 3,EU ex-DACH,France,EUR,Utilities,9381783962.000809,117123437.4931372,0.03528853639105656,0.0970300819489566,0.6842225584383708,3,0.022391923800304116,0.15111078752165877,43.20905505296851,0.7389463145502313,0.9587698092768684,8.146489014005706,0.0670435796817257,0.047403058723984995,22.719645281775627,1.280804562603628,16.029640046228174,0,31.239607489429346,55.62742749101817,60.39443603904073,33.541666666666664,0.33541666666666664,0.21751991066235,0.0003730394065762606,-0.14734808245411146,0.3450044371838985,100.0,0.0170760015485132,-0.014891792434169826,-0.05318893827220335,0.4670524115371197,23.040852017820722,46.264720772453586,47.674581875498035,86.81636186668253,18.558118529575076,1.5451932697518937,39.425470603800974,0.03829714583803352,Risk-on recovery,0.68,82.0,46.129273245759215,46.223518076609466,0.39583333333333337,0.006933447152362406,0.015226393746364501,0.021751991066235002,1058.6560917316967,41.66666666666667,89.27241122423641,False,55.829328183336834,Exclude,0.0,regulatory_risk;,0.07764426819552828,0.1538098038724397,0.5048070164624981,-0.17614190819399722,-0.23766582974297307,-0.17614190819399722,0.07764426819552828,0.3314304445850538,6
WOLF021,WLF021,Wolf Hong Kong Utilities 21,Hong Kong,Hong Kong,HKD,Utilities,39906520779.637436,100256027.13482481,0.024039661532368833,-0.0032400541646739715,0.5009000591361739,3,0.029736684663957354,0.24315665359217203,57.40425785295758,1.3014699660952762,1.9258669991847244,16.308694656755915,0.18383201091071094,0.036772166072495206,25.459710414964405,4.90212567530837,10.703872637087336,0,55.120551231544276,58.70741265666034,40.39416518826232,21.249999999999996,0.21249999999999997,0.17546047630621808,0.00030387649058710866,-0.20225681571097498,0.23728755990970596,83.33333333333334,0.019948925338028705,0.1475466577954565,0.3570816729343189,3.258157081953126,36.54185354994819,42.42951455660968,93.48779676074396,23.1221520755298,63.91150153368865,1.4848971167206664,69.48891561321116,-0.2095350151388624,Risk-on recovery,0.68,82.0,46.65511585292862,46.8953508932452,0.36666666666666664,0.00543927476549276,0.012282233341435267,0.01754604763062181,721.189845971065,33.33333333333333,96.0268189719394,True,55.540892110948974,Watchlist,0.0,,0.05947734274812561,0.12406929262634836,0.4793881023183534,-0.14523699008534918,-0.1948647071358885,-0.14523699008534918,0.05947734274812561,0.2641916755816004,6
WOLF006,WLF006,Wolf China Technology 6,Mainland China,China,CNY,Technology,34001024156.69973,111358268.68413502,0.05786468367783858,0.06976007188000749,0.6681230809199881,2,0.05964698703329856,0.23801987837876326,77.49187413066014,1.1905343070950996,0.6677563278904297,14.649029804339921,0.09236694240107812,0.05873371365959173,29.8537250896451,4.398462089149894,14.426418173992388,1,68.65371789708303,70.45932853991432,52.6719229770003,6.041666666666668,0.060416666666666674,0.35571693886128886,0.0002748336514417197,-0.14996262809155525,0.2174801279273817,91.66666666666666,0.017960049340143305,-0.42031341483775625,0.3437166013322311,1.6302555580367626,43.28617401217587,34.71254549645786,35.86469634064477,7.597527571752298,33.3365839200348,0.31418850790247604,21.96948549086211,-0.7640300161699873,Risk-on recovery,0.68,58.0,34.69324171190931,31.979648089281433,0.5708333333333333,0.013205991355225348,0.02490018572029022,0.03557169388612889,1735.9405103351573,91.66666666666666,87.23615594735536,False,55.29580555747322,Exclude,0.0,,0.07242836742439562,0.2515298596517379,0.2879513689733623,-0.3425959010009719,-0.4432078448616671,-0.3425959010009719,0.07242836742439562,0.48745263584976317,6
WOLF010,WLF010,Wolf France Financials 10,EU ex-DACH,France,EUR,Financials,74659174307.3398,76536399.09640366,0.045826708578195444,0.028970519571171062,0.4124916137910327,2,0.0912209401352129,0.23777892712305312,64.47780858427075,1.5938300855228573,3.5052721205577737,2.0989158683339433,0.06557510614133161,0.1655811177271582,26.415607751209187,2.07086143931265,10.92591218080917,1,78.10389505018748,34.62565368456444,46.56270965522418,33.12500000000001,0.33125000000000004,0.2931794873762118,-0.0001798844182315449,-0.2249435299635264,0.5871285969470541,54.166666666666664,0.02613135741440934,0.2638534575523325,0.018885975008875587,2.405197986017396,36.86369401793347,39.187258651740564,79.15258903822814,72.5775098182255,46.5646875877161,-0.07605972840643503,26.683071394451492,0.24496748254345693,Risk-on recovery,0.68,58.0,49.146215551852286,46.22385593357941,0.4833333333333333,0.010114692314479305,0.020522564116334827,0.029317948737621183,1374.8012573458634,66.66666666666666,91.65631984107276,False,54.503539965419876,Exclude,0.0,,0.08291335428909771,0.20730920362851518,0.3999501847379296,-0.2591468316979523,-0.3420705131493583,-0.2591468316979523,0.08291335428909771,0.42497354027614775,6
WOLF002,WLF002,Wolf Switzerland Consumer Staples 2,DACH,Switzerland,CHF,Consumer Staples,77415214872.11304,84289427.42900494,0.027905653738638653,0.00916644392734832,0.4164364667039629,3,0.036829793551350826,0.06369513070058448,46.55201316325485,1.513532836042041,0.723530157622605,12.125403788114518,0.17738755458969366,0.09231029176496225,13.4659604806901,2.6962340054055325,11.514492751912524,0,36.81040263265097,69.70768521059696,50.63075499906759,50.83333333333334,0.5083333333333334,0.31809992014186406,0.0004386933657741201,-0.23598318850245703,0.3038717223147316,66.66666666666666,0.02372776825046717,0.506261652980714,-0.4501077052246549,1.7188611689722844,47.317765128144735,59.186005350927,73.52180509235352,11.635616926443355,29.747256330635537,-0.466839562374509,11.412492057865453,0.956369358205369,Risk-on recovery,0.68,82.0,52.5978529981495,37.14879944651916,0.4979166666666667,0.011113615959956375,0.022266994409930487,0.031809992014186404,837.1696121591596,70.83333333333334,61.54457412465856,True,54.435446554354655,Watchlist,0.0,,0.07395282686931932,0.2249306106272113,0.3287806255587196,-0.29718268066557935,-0.38715492491646386,-0.29718268066557935,0.07395282686931932,0.44508833440421797,6
WOLF018,WLF018,Wolf Netherlands Technology 18,EU ex-DACH,Netherlands,EUR,Technology,42790467203.546906,24357620.371945713,0.060037759422655684,0.013262288697600953,0.39022825786220383,4,0.040044228397410564,0.2698925835843579,54.94988410591603,1.6350363903510607,2.640254488106819,3.936179349565836,0.12919274439484568,0.07861060297263828,14.37903024146647,3.403425837595898,13.440896880539542,0,66.19831015451655,36.459356802112175,69.82762688677823,36.875,0.36874999999999997,0.25363668165454895,0.0007442333405509002,-0.1645616488851308,0.17057530581342606,12.5,0.08210982721052393,-0.33729903866804695,0.2626041327155819,2.604735804547596,54.55950617710115,40.78400965361119,37.34300569126091,35.05770352609106,57.56846909014179,1.7751254009313104,17.712886651696515,-0.5999031713836289,Risk-on recovery,0.68,58.0,34.418909348936985,38.97344811297174,0.4395833333333333,0.008417567372410343,0.017754567715818428,0.025363668165454895,1801.1327826796705,54.166666666666664,82.56766823938415,False,52.61356054460226,Exclude,0.0,,0.06413394087401306,0.17934821755558517,0.35759452615767484,-0.23179061809270243,-0.3035299051149365,-0.23179061809270243,0.06413394087401306,0.3600584998407286,6
WOLF024,WLF024,Wolf France Technology 24,EU ex-DACH,France,EUR,Technology,35485575733.685524,36022716.26376881,0.04231032145317029,0.0435964037946768,0.4392195941501319,4,0.03243379010969981,0.1793270221215254,41.14325168190081,1.2894017775058177,3.6670373827979597,14.41185928054438,0.06530146265099575,0.09354537505596236,23.553062064009435,2.7988507709532193,7.118592275229871,0,45.91433477810501,48.05075062910436,61.5195101462467,42.708333333333336,0.42708333333333337,0.158886605710005,0.000506686470462166,-0.15188684824954546,-0.11643260219906548,25.0,0.05552052169956919,0.2708146631420831,0.13442659700354997,0.7055177421218182,24.74144003118653,51.881829292177144,26.147178143734646,55.68918267643954,53.69782203523865,-0.011248763684615097,84.35927728152899,0.1363880661385331,Risk-on recovery,0.68,58.0,51.52869782263323,39.37825648822296,0.3375,0.004786458997013901,0.011122062399700351,0.015888660571000503,1269.3096435951088,25.0,81.19692078470325,False,51.42661866697413,Exclude,0.0,liquidity_stress;,-0.0021313597132279517,0.11234979633725778,-0.018970748347686535,-0.18750852366970328,-0.23244844220460636,-0.18750852366970328,-0.0021313597132279517,0.18324580424324738,6
WOLF005,WLF005,Wolf United Kingdom Industrials 5,UK,United Kingdom,GBP,Industrials,12402113308.123583,55145540.67167692,0.02311585623927834,0.05885631592777189,0.44529442465407426,3,0.05515538548879388,0.1854404275317392,73.29988690548507,1.4541249288461593,3.572700396442984,4.357475850387114,0.20859546982282456,0.16483801113705573,27.072165148001915,2.4723674434197083,6.682491088229547,0,62.53456000289194,37.13794583685726,50.325972716981475,44.99999999999999,0.44999999999999996,0.253556220387569,0.00020339039652971072,-0.28662718589969793,-0.0521509250946407,45.83333333333333,0.0362676650847892,-0.3292569309487573,0.5329688204811033,2.15549796103136,6.121837022249711,8.533686091128345,75.05018963462578,25.055734299353816,18.745850168258222,0.8526734453497731,19.92489711175496,-0.8622257514298606,Risk-on recovery,0.68,58.0,41.95771133742956,33.411729241628464,0.425,0.008303966217692884,0.01774893542712983,0.0253556220387569,693.4756871783502,50.0,86.04916811522226,True,51.268021140404585,Watchlist,0.0,,0.0011277431007110303,0.17929132284808078,0.006290003792691087,-0.29470293959862226,-0.3664194687378545,-0.29470293959862226,0.0011277431007110303,0.2969584258000443,6
WOLF008,WLF008,Wolf Germany Consumer Staples 8,DACH,Germany,EUR,Consumer Staples,40463863695.63247,28814169.170603674,0.03189809744829587,-0.010947258373538691,0.6727089356445808,2,0.03237650616991175,0.1887211626890307,46.316795185944336,0.8965498266409739,2.5245764495693845,12.893045978141144,0.11732217043060472,0.08373051616590119,11.995614412886825,2.7626768560980386,6.878130452160772,0,44.06219063693194,54.00830908228921,38.390609942218816,64.99999999999999,0.6499999999999999,0.13382806903750905,-0.0001310389910022444,-0.11366162737757501,0.057104227053667245,20.833333333333336,0.06941029561388179,-0.07672738685194781,0.292052846964431,1.4052073523061146,63.24417980234971,37.13333110464396,70.10163881317854,29.62151325631669,53.599407973933324,0.39484939797045776,5.258601944752846,-0.3687802338163788,Risk-on recovery,0.68,82.0,38.62752345453205,45.72136015334096,0.26458333333333334,0.003738821678735409,0.009367964832625635,0.013382806903750905,956.9429234488762,4.166666666666666,65.62701763099082,False,50.6705581100649,Exclude,0.0,,0.027369894134881386,0.0946307351295241,0.289228379103463,-0.12877081882883334,-0.166623112880643,-0.12877081882883334,0.027369894134881386,0.18351060709859612,6
