security_id,ticker,issuer_id,company_name,country,region,sector,currency,industry,current_weight,current_market_value_usd,final_recommendation,final_recommendation_score,scorecard_score,portfolio_fit_score,regime_suitability_score,sentiment_alt_data_score,narrative_reframing_score,expected_total_return_12m,expected_dividend_return_12m,expected_volatility_12m,p5_return_12m,p50_return_12m,p95_return_12m,var_5_12m,cvar_5_12m,expected_shortfall_5_12m,dividend_cut_probability,large_drawdown_probability_12m,tail_risk_score,skewness_risk_score,forecast_uncertainty_score,liquidity_score,average_daily_value_usd,liquidity_observation_count,market_cap_usd,dividend_yield,free_cash_flow_yield,balance_sheet_strength_score,cashflow_quality_score,dividend_safety_score,regime_review_required_flag,regime_exclusion_flag,reframing_review_required_flag,reframing_exclusion_flag,alt_data_review_required_flag,alt_data_exclusion_flag,price_data_quality_score,price_data_exclusion_flag,sector_data_source,liquidity_data_source,market_cap_data_source,fundamentals_data_source,is_synthetic_data,is_synthetic_fundamentals,instrument_type,listing_status,risk_management_flags,target_weight,portfolio_method,eligible_for_optimisation,fallback_eligibility_used,optimisation_feasible,optimisation_status,eligible_security_count,candidate_security_count,unconstrained_turnover,projected_turnover,turnover_constraint_applied,no_trade_band_applied,retention_eligible,turnover_constraint_skipped_for_hard_exit,turnover_constraint_skipped_for_infeasible_current,baseline_weight,selected_weight,selected_weights_source
600050.SHG,600050.SHG,NAME:chinaunitednetworkcommunicationsltd,China United Network Communications Ltd,China,Mainland China,Communication Services,CNY,Telecom Services,0.0,0.0,Hold,64.0,64.0,85.00680300092777,75.99439121745968,61.10416666666667,86.28947834408092,0.35,0.0373,0.2236612110018725,-0.2358863298402337,0.35,0.8470527373694425,-0.0547820230582947,-0.1330634469089501,-0.1330634469089501,0.2319575407292591,0.3250153497859068,19.00906384413574,49.99179255302628,38.38056933628638,67.97432239657631,132320803.0034291,60,19870674593.8276,0.0373,0.1774616432032365,92.05071052675972,71.56831247707463,69.41947521271342,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
AIG.US,AIG.US,NAME:americaninternationalgroupinc,American International Group Inc,United States,US,Financials,USD,Insurance - Diversified,0.0,0.0,Hold,64.0,64.0,83.22771041369472,71.80301740973283,56.77083333333333,90.2262276750101,0.35,0.025,0.2444778463823569,-0.2892420068913521,0.35,0.8944697288151542,-0.0920016910781175,-0.1775689373119425,-0.1775689373119425,0.2513877198384682,0.3046577247671175,25.36699104456322,48.68907623366184,41.95206519192194,81.59771754636233,311011646.88,60,42400591872.0,0.025,0.0781592863138417,42.50713266761769,68.5383086787672,65.80972163938341,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
ALL.US,ALL.US,NAME:theallstatecorporation,The Allstate Corporation,United States,US,Financials,USD,Insurance - Property & Casualty,0.0,0.0,Hold,64.0,64.0,79.4302781740371,82.163721015666,57.10416666666667,71.77379906466153,0.35,0.0165,0.2488786923939849,-0.308585359466768,0.35,0.9072086391858994,-0.1006886217039901,-0.1877961640418848,-0.1877961640418848,0.2824988309495793,0.3092259626666397,26.828023434554986,50.8913942818973,43.08909640148278,89.87161198288159,485300642.6400001,60,69563744256.0,0.0165,0.1420567582393706,42.50713266761769,74.57349512663754,71.41540017111014,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
600406.SHG,600406.SHG,NAME:naritechnologycoltd,NARI Technology Co Ltd,China,Mainland China,Industrials,CNY,Specialty Industrial Machinery,0.0,0.0,Hold,64.0,64.0,76.71733882066378,63.70963548017033,77.1875,90.2262276750101,0.35,0.0256999999999999,0.280701215561165,-0.3977211147661277,0.35,0.9810962436360204,-0.1586718367049214,-0.2569172621513292,-0.2569172621513292,0.2452908740625924,0.3335243387502954,36.70246602161846,51.6915476899429,48.8668262403564,81.38373751783166,306910005.1968783,60,28633967789.99645,0.0256999999999999,0.0552200619720515,98.67611846026608,64.1913294651757,57.91911339555493,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
VZ.US,VZ.US,NAME:verizoncommunicationsinc,Verizon Communications Inc,United States,US,Communication Services,USD,Telecom Services,0.0,0.0,Hold,64.0,64.0,93.9771754636234,78.73956493131898,61.10416666666667,86.71868425443364,0.35,0.0608999999999999,0.2484263451539357,-0.3125730020816071,0.35,0.9083782235241852,-0.1002894492439434,-0.1872386700478209,-0.1872386700478209,0.3278122257739549,0.2993906847685781,26.748381435403,52.19650655343352,43.27187428128296,98.00285306704708,1305861263.05,60,195232890880.0,0.0608999999999999,0.1007821986926058,33.102023505106764,78.19390366750795,61.93778282801958,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
HNR1.XETRA,HNR1.XETRA,NAME:hannoverrckse,Hannover Rück SE,Germany,DACH,Financials,EUR,Insurance - Reinsurance,0.0,0.0,Hold,64.0,64.0,81.70143825894186,73.87226980354778,42.77083333333333,81.08624857805513,0.35,0.0501999999999999,0.2046379744159414,-0.183558930625057,0.35,0.8037155932604825,-0.0201114476495301,-0.0917347386951095,-0.0917347386951095,0.2673877198384682,0.3018290563424481,13.10496267072994,49.2242298769692,34.99011113854431,49.21540656205421,47025647.69141386,60,34428456928.03682,0.0501999999999999,0.190660022850229,42.50713266761769,83.8502441220569,78.57942177414711,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
VLO.US,VLO.US,NAME:valeroenergycorporation,Valero Energy Corporation,United States,US,Energy,USD,Oil & Gas Refining & Marketing,0.0,0.0,Hold,64.0,64.0,75.69686162624822,69.904511047372,57.10416666666667,86.71868425443364,0.35,0.0159,0.356303959688607,-0.6211938609272142,0.35,1.1637397809080148,-0.2969099101133813,-0.4216162960043937,-0.4216162960043937,0.2675130962848147,0.344237856691293,60.23089942919911,54.12430403356228,63.260040638891326,95.93437945791726,915270677.05,60,87239139328.0,0.0159,0.0576576068808783,69.2437729660392,55.85409629649599,61.79157222012542,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
ABT.US,ABT.US,NAME:abbottlaboratories,Abbott Laboratories,United States,US,Healthcare,USD,Medical Devices,0.0,0.0,Hold,64.0,64.0,77.40360072187484,62.28110175138571,82.20416666666668,84.07541813822725,0.35,0.0237999999999999,0.2654723627947264,-0.3739621462903482,0.35,0.951867449164295,-0.1330054149275475,-0.2259207419057018,-0.2259207419057018,0.3138197629514813,0.3453320573020287,32.27439170081455,56.74399384762154,46.98888077568542,98.21683309557775,1383356363.96,60,186812186624.0,0.0237999999999999,0.0395852119373991,85.5365995989654,66.32816022915655,54.031189434364734,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,finnhub_reported,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
600019.SHG,600019.SHG,NAME:baoshanironsteelcoltd,Baoshan Iron & Steel Co Ltd,China,Mainland China,Materials,CNY,Steel,0.0,0.0,Hold,64.0,64.0,91.67263752303904,67.23387137428185,23.27083333333333,90.2262276750101,0.35,0.0615,0.2261633400597571,-0.2496431447320161,0.35,0.855606625649148,-0.0599135835060113,-0.1390707525269263,-0.1390707525269263,0.2879575407292591,0.3164986347850061,19.86725036098948,52.024479283691576,39.17128556025728,60.27104136947218,88565135.43809861,60,18544522549.36739,0.0615,0.1207141072704995,74.81671866590618,65.083755558679,57.19765165425548,False,False,True,False,True,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_china_financials,yahoo_finance_timeseries",False,False,Equity,Active,alt_data_review;narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
ALV.XETRA,ALV.XETRA,NAME:allianzsevnaon,Allianz SE VNA O.N.,Germany,DACH,Financials,EUR,Insurance - Diversified,0.0,0.0,Hold,64.0,64.0,79.32501172541834,80.52046089438838,83.5375,73.98492652868289,0.35,0.0392,0.1877687089703354,-0.1311696134417487,0.35,0.7629550581843773,0.0111397258643153,-0.054579322275302,-0.054579322275302,0.2419432753940237,0.2875449924815427,7.79704603932887,46.20598319216391,31.6887763990755,80.59914407988587,292144519.087274,60,188344719773.0716,0.0392,0.1896376699093648,42.50713266761769,86.34604472414333,70.88788704693808,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;,0.05,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.05,0.05,baseline_optimiser
1398.HK,1398.HK,NAME:industrialandcommercialbankofchina,Industrial and Commercial Bank of China,Hong Kong,Hong Kong,Financials,HKD,Banks - Diversified,0.0,0.0,Hold,64.0,64.0,92.59827109415156,84.63707632540742,66.45416666666668,71.77379906466153,0.35,0.0486,0.2028575565507015,-0.172197876543856,0.35,0.7974809857000638,-0.0162233732151429,-0.0872235180078884,-0.0872235180078884,0.2419432753940237,0.2918742626650343,12.460502572555496,46.70551436718216,34.36650124939875,71.6833095577746,171180221.34484297,60,324459788835.064,0.0486,0.8469092837197859,42.50713266761769,94.16029059483152,81.87524150850055,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
2020.HK,2020.HK,NAME:antasportsproductsltd,ANTA Sports Products Ltd,Hong Kong,Hong Kong,Consumer Discretionary,HKD,Leisure,0.0,0.0,Hold,64.0,64.0,80.33094895829754,70.26635612733554,34.60416666666667,84.07541813822725,0.35,0.0289999999999999,0.2631431909392518,-0.3608956314689103,0.35,0.9438905819828922,-0.1281469813049136,-0.2202470981336518,-0.2202470981336518,0.2755130962848147,0.3490381039732703,31.46387116195026,55.10894795071352,46.24307982853609,56.99001426533523,74392037.20456138,60,26263001935.146843,0.0289999999999999,0.1032572094452611,87.04933989421993,78.91726484861562,72.0265565325544,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,eastmoney_hk_financials,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_downside_skew;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
2318.HK,2318.HK,NAME:pinganinsurance,Ping An Insurance,Hong Kong,Hong Kong,Financials,HKD,Insurance - Life,0.0,0.0,Hold,64.0,64.0,88.1021940613413,86.24984772420991,61.10416666666667,90.2262276750101,0.35,0.0533,0.2808250902991716,-0.3998382706258561,0.35,0.9819074047337518,-0.1591008927050309,-0.2573896743097409,-0.2573896743097409,0.2469432753940237,0.3371884455973474,36.76995347282014,52.20330470552597,48.970609061964254,78.60199714693296,258282392.9413264,60,131507367459.25974,0.0533,0.7335620704865862,42.50713266761769,92.57668172336244,81.19479622853535,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;ml_cvar_risk;ml_expected_shortfall_risk;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
NXT.LSE,NXT.LSE,NAME:nextplc,Next PLC,United Kingdom,UK,Consumer Discretionary,GBX,Apparel Retail,0.0,0.0,Hold,64.0,64.0,75.70811404262314,58.90421126864372,77.1875,86.71868425443364,0.35,0.0171,0.2332408259421857,-0.2594228733844088,0.35,0.8686328367886894,-0.0717789992847363,-0.1534132883645013,-0.1534132883645013,0.2452908740625924,0.309910260492057,21.916184052071618,48.96684635245386,39.97955352284804,57.2753209700428,75468025.26825891,60,23897556716.45765,0.0171,0.0600510969739018,73.55297416982697,69.5534107377147,61.715313223229046,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
1288.HK,1288.HK,NAME:agriculturalbankofchina,Agricultural Bank Of China,Hong Kong,Hong Kong,Financials,HKD,Banks - Diversified,0.0,0.0,Hold,64.0,64.0,90.44509705706167,80.39442629964789,57.10416666666667,81.00001336983581,0.35,0.0474,0.2376556945264699,-0.2799638508340826,0.35,0.8817797676713952,-0.0806190727541653,-0.1637985658384298,-0.1637985658384298,0.2824988309495793,0.3157623150432646,23.399795119775693,51.645588786892496,41.173490597144216,54.77888730385164,64172448.42963624,60,261534106461.10724,0.0474,1.182994446227943,42.50713266761769,96.77401045668606,83.45829564317577,False,False,True,False,False,False,100.0,False,yahoo_finance,yahoo_finance_3m_average_volume,yahoo_finance,"bloomberg_database_as_of,yahoo_finance_timeseries",False,False,Equity,Active,narrative_review;ml_drawdown_risk;ml_downside_tail_risk;ml_asymmetric_downside;,0.0,cvar_constrained,True,False,True,optimal,151,148,0.95,0.95,False,False,True,True,True,0.0,0.0,baseline_optimiser
